ARTICULO,NOMBRE_ARTICULO, PRECIO COSTO , precio 4% , Precio Ofrecido sin IVA , PRECIO 20% , PRECIO 30% , PRECIO 40% ,PRECIO 50%,PRECIO 60%,PRECIO 80%,PRECIO 100%,Cost per Drug,Profit Margin 
10010465,LOSARAVEN 50 MG.*30 TAB.," ₡6,735.29 "," ₡7,004.70 "," ₡7,745.58 "," ₡8,082.35 "," ₡8,755.88 "," ₡9,429.41 "," ₡10,102.94 "," ₡10,776.46 "," ₡12,123.52 "," ₡13,470.58 "," ₡15,827.93 ", (0.81)
10010467,LOSARAVEN H 100 MG*30 TAB.," ₡5,465.69 "," ₡5,684.32 "," ₡6,285.54 "," ₡6,558.83 "," ₡7,105.40 "," ₡7,651.97 "," ₡8,198.54 "," ₡8,745.10 "," ₡9,838.24 "," ₡10,931.38 "," ₡12,844.37 ", (0.81)
10010464,LOSARAVEN H 50 MG 12.5.*30 TAB.," ₡3,778.76 "," ₡3,929.91 "," ₡4,345.57 "," ₡4,534.51 "," ₡4,912.39 "," ₡5,290.26 "," ₡5,668.14 "," ₡6,046.02 "," ₡6,801.77 "," ₡7,557.52 "," ₡8,880.09 ", (0.81)
10010470,LOVASTATINA RAVEN 20MG," ₡25,597.35 "," ₡26,621.24 "," ₡29,436.95 "," ₡30,716.82 "," ₡33,276.56 "," ₡35,836.29 "," ₡38,396.03 "," ₡40,955.76 "," ₡46,075.23 "," ₡51,194.70 "," ₡60,153.77 ", (0.81)
40420596,LUBRIDERM PROTECCION SOLAR UV-15 200 ML," ₡36,009.80 "," ₡37,450.19 "," ₡41,411.27 "," ₡43,211.76 "," ₡46,812.74 "," ₡50,413.72 "," ₡54,014.70 "," ₡57,615.68 "," ₡64,817.64 "," ₡72,019.60 "," ₡84,623.03 ", (0.81)
40410587,LUMED EMULGEL 40 GRAMOS," ₡24,843.14 "," ₡25,836.87 "," ₡28,569.61 "," ₡29,811.77 "," ₡32,296.08 "," ₡34,780.40 "," ₡37,264.71 "," ₡39,749.02 "," ₡44,717.65 "," ₡49,686.28 "," ₡58,381.38 ", (0.81)
10010475,LYRICA 300 MG.*28 CAPS.," ₡5,110.62 "," ₡5,315.04 "," ₡5,877.21 "," ₡6,132.74 "," ₡6,643.81 "," ₡7,154.87 "," ₡7,665.93 "," ₡8,176.99 "," ₡9,199.12 "," ₡10,221.24 "," ₡12,009.96 ", (0.81)
10010474,LYRICA 75MG *28MG," ₡7,558.82 "," ₡7,861.17 "," ₡8,692.64 "," ₡9,070.58 "," ₡9,826.47 "," ₡10,582.35 "," ₡11,338.23 "," ₡12,094.11 "," ₡13,605.88 "," ₡15,117.64 "," ₡17,763.23 ", (0.81)
60010375,MACORT 20  TOTAL NATURAL * 60 CAPSULAS," ₡9,065.25 "," ₡9,427.86 "," ₡10,425.04 "," ₡10,878.30 "," ₡11,784.83 "," ₡12,691.35 "," ₡13,597.88 "," ₡14,504.40 "," ₡16,317.45 "," ₡18,130.50 "," ₡21,303.34 ", (0.81)
16010123,MACRO CID AZITROMICINA 500MG *3TABS," ₡1,549.02 "," ₡1,610.98 "," ₡1,781.37 "," ₡1,858.82 "," ₡2,013.73 "," ₡2,168.63 "," ₡2,323.53 "," ₡2,478.43 "," ₡2,788.24 "," ₡3,098.04 "," ₡3,640.20 ", (0.81)
10010483,MACROCID 500 MG*5 TABLETAS," ₡3,098.04 "," ₡3,221.96 "," ₡3,562.75 "," ₡3,717.65 "," ₡4,027.45 "," ₡4,337.26 "," ₡4,647.06 "," ₡4,956.86 "," ₡5,576.47 "," ₡6,196.08 "," ₡7,280.39 ", (0.81)
10040096,MAGNESIA PHILLIPS 120 ML," ₡1,009.80 "," ₡1,050.19 "," ₡1,161.27 "," ₡1,211.76 "," ₡1,312.74 "," ₡1,413.72 "," ₡1,514.70 "," ₡1,615.68 "," ₡1,817.64 "," ₡2,019.60 "," ₡2,373.03 ", (0.81)
10040097,MAGNESIA PHILLIPS 360 ML," ₡1,612.75 "," ₡1,677.26 "," ₡1,854.66 "," ₡1,935.30 "," ₡2,096.58 "," ₡2,257.85 "," ₡2,419.13 "," ₡2,580.40 "," ₡2,902.95 "," ₡3,225.50 "," ₡3,789.96 ", (0.81)
10040098,MAGNESIA PHILLIPS 60 ML," ₡19,132.35 "," ₡19,897.64 "," ₡22,002.20 "," ₡22,958.82 "," ₡24,872.06 "," ₡26,785.29 "," ₡28,698.53 "," ₡30,611.76 "," ₡34,438.23 "," ₡38,264.70 "," ₡44,961.02 ", (0.81)
10040105,MAGNESIA PHILLIPS MENTA 120 ML, ₡101.77 , ₡105.84 , ₡117.04 , ₡122.12 , ₡132.30 , ₡142.48 , ₡152.66 , ₡162.83 , ₡183.19 , ₡203.54 , ₡239.16 , (0.81)
10010485,MAILEN 5MG*30 TABS, ₡349.56 , ₡363.54 , ₡401.99 , ₡419.47 , ₡454.43 , ₡489.38 , ₡524.34 , ₡559.30 , ₡629.21 , ₡699.12 , ₡821.47 , (0.81)
90970159,MAQUINILLA METAL, ₡203.54 , ₡211.68 , ₡234.07 , ₡244.25 , ₡264.60 , ₡284.96 , ₡305.31 , ₡325.66 , ₡366.37 , ₡407.08 , ₡478.32 , (0.81)
90970170,MARCADOR AMARILLO FOSF. ARTLINE, ₡261.06 , ₡271.50 , ₡300.22 , ₡313.27 , ₡339.38 , ₡365.48 , ₡391.59 , ₡417.70 , ₡469.91 , ₡522.12 , ₡613.49 , (0.81)
90970171,MARCADOR CELESTE FLUORESCENT ARTLINE 660, ₡203.54 , ₡211.68 , ₡234.07 , ₡244.25 , ₡264.60 , ₡284.96 , ₡305.31 , ₡325.66 , ₡366.37 , ₡407.08 , ₡478.32 , (0.81)
90970172,MARCADOR MORADO FLUORESCENT ARTLINE 660, ₡278.76 , ₡289.91 , ₡320.57 , ₡334.51 , ₡362.39 , ₡390.26 , ₡418.14 , ₡446.02 , ₡501.77 , ₡557.52 , ₡655.09 , (0.81)
90970173,MARCADOR NARANJA FLUORESCENT ARTLINE 660, ₡265.49 , ₡276.11 , ₡305.31 , ₡318.59 , ₡345.14 , ₡371.69 , ₡398.24 , ₡424.78 , ₡477.88 , ₡530.98 , ₡623.90 , (0.81)
90970028,MARCADOR PERMANENTE AZUL," ₡1,090.00 "," ₡1,133.60 "," ₡1,253.50 "," ₡1,308.00 "," ₡1,417.00 "," ₡1,526.00 "," ₡1,635.00 "," ₡1,744.00 "," ₡1,962.00 "," ₡2,180.00 "," ₡2,561.50 ", (0.81)
90970203,MARCADOR PERMANENTE NEGRO," ₡14,601.77 "," ₡15,185.84 "," ₡16,792.04 "," ₡17,522.12 "," ₡18,982.30 "," ₡20,442.48 "," ₡21,902.66 "," ₡23,362.83 "," ₡26,283.19 "," ₡29,203.54 "," ₡34,314.16 ", (0.81)
50521777,MASCARILLA  P / NEBULIZAR  KIT NIÑO ROSPITAL," ₡1,210.00 "," ₡1,258.40 "," ₡1,391.50 "," ₡1,452.00 "," ₡1,573.00 "," ₡1,694.00 "," ₡1,815.00 "," ₡1,936.00 "," ₡2,178.00 "," ₡2,420.00 "," ₡2,843.50 ", (0.81)
50522803,MASCARILLA KN95 CAJA X 10 UNI, ₡330.00 , ₡343.20 , ₡379.50 , ₡396.00 , ₡429.00 , ₡462.00 , ₡495.00 , ₡528.00 , ₡594.00 , ₡660.00 , ₡775.50 , (0.81)
50520160,MASCARILLA P/NEBULIZAR KIT D/ADULTO," ₡1,150.00 "," ₡1,196.00 "," ₡1,322.50 "," ₡1,380.00 "," ₡1,495.00 "," ₡1,610.00 "," ₡1,725.00 "," ₡1,840.00 "," ₡2,070.00 "," ₡2,300.00 "," ₡2,702.50 ", (0.81)
50522782,MASCARILLA REUTILIZABLE," ₡1,045.00 "," ₡1,086.80 "," ₡1,201.75 "," ₡1,254.00 "," ₡1,358.50 "," ₡1,463.00 "," ₡1,567.50 "," ₡1,672.00 "," ₡1,881.00 "," ₡2,090.00 "," ₡2,455.75 ", (0.81)
50530020,MASCULAN *XXL BLACK *3 UND (NEGRO), ₡885.00 , ₡920.40 ," ₡1,017.75 "," ₡1,062.00 "," ₡1,150.50 "," ₡1,239.00 "," ₡1,327.50 "," ₡1,416.00 "," ₡1,593.00 "," ₡1,770.00 "," ₡2,079.75 ", (0.81)
50530023,MASCULAN ANTOMIC *3 UDS (VERDE)," ₡1,010.00 "," ₡1,050.40 "," ₡1,161.50 "," ₡1,212.00 "," ₡1,313.00 "," ₡1,414.00 "," ₡1,515.00 "," ₡1,616.00 "," ₡1,818.00 "," ₡2,020.00 "," ₡2,373.50 ", (0.81)
50530016,MASCULAN DOTTED *3 UDS (MORADO)," ₡1,924.78 "," ₡2,001.77 "," ₡2,213.50 "," ₡2,309.74 "," ₡2,502.21 "," ₡2,694.69 "," ₡2,887.17 "," ₡3,079.65 "," ₡3,464.60 "," ₡3,849.56 "," ₡4,523.23 ", (0.81)
50530021,MASCULAN EDICION ESPECIAL *3 UDS," ₡1,185.00 "," ₡1,232.40 "," ₡1,362.75 "," ₡1,422.00 "," ₡1,540.50 "," ₡1,659.00 "," ₡1,777.50 "," ₡1,896.00 "," ₡2,133.00 "," ₡2,370.00 "," ₡2,784.75 ", (0.81)
50530055,MASCULAN GEL LUBRICANTE FRESA 75 ML.," ₡1,399.46 "," ₡1,455.44 "," ₡1,609.38 "," ₡1,679.35 "," ₡1,819.30 "," ₡1,959.24 "," ₡2,099.19 "," ₡2,239.14 "," ₡2,519.03 "," ₡2,798.92 "," ₡3,288.73 ", (0.81)
50530025,MASCULAN GOLD *3 UDS (DORADO)," ₡1,195.00 "," ₡1,242.80 "," ₡1,374.25 "," ₡1,434.00 "," ₡1,553.50 "," ₡1,673.00 "," ₡1,792.50 "," ₡1,912.00 "," ₡2,151.00 "," ₡2,390.00 "," ₡2,808.25 ", (0.81)
50530077,MASCULAN ORGANIC * 3UND," ₡12,384.96 "," ₡12,880.36 "," ₡14,242.70 "," ₡14,861.95 "," ₡16,100.45 "," ₡17,338.94 "," ₡18,577.44 "," ₡19,815.94 "," ₡22,292.93 "," ₡24,769.92 "," ₡29,104.66 ", (0.81)
50530022,MASCULAN PURL *3 UDS.," ₡14,991.15 "," ₡15,590.80 "," ₡17,239.82 "," ₡17,989.38 "," ₡19,488.50 "," ₡20,987.61 "," ₡22,486.73 "," ₡23,985.84 "," ₡26,984.07 "," ₡29,982.30 "," ₡35,229.20 ", (0.81)
60010491,MASVIVO CAFE + CACAO 125 MG * 60 TABS LISAN," ₡30,186.27 "," ₡31,393.72 "," ₡34,714.21 "," ₡36,223.52 "," ₡39,242.15 "," ₡42,260.78 "," ₡45,279.41 "," ₡48,298.03 "," ₡54,335.29 "," ₡60,372.54 "," ₡70,937.73 ", (0.81)
10132070,MATRICARIA POLVO," ₡3,747.79 "," ₡3,897.70 "," ₡4,309.96 "," ₡4,497.35 "," ₡4,872.13 "," ₡5,246.91 "," ₡5,621.69 "," ₡5,996.46 "," ₡6,746.02 "," ₡7,495.58 "," ₡8,807.31 ", (0.81)
10011044,MATRIX 325MG/37.5 X 50 TAB.," ₡3,747.79 "," ₡3,897.70 "," ₡4,309.96 "," ₡4,497.35 "," ₡4,872.13 "," ₡5,246.91 "," ₡5,621.69 "," ₡5,996.46 "," ₡6,746.02 "," ₡7,495.58 "," ₡8,807.31 ", (0.81)
90970342,MAX COLOR BOT TINTA AMARILLA T664420AL," ₡3,747.79 "," ₡3,897.70 "," ₡4,309.96 "," ₡4,497.35 "," ₡4,872.13 "," ₡5,246.91 "," ₡5,621.69 "," ₡5,996.46 "," ₡6,746.02 "," ₡7,495.58 "," ₡8,807.31 ", (0.81)
90970343,MAX COLOR BOT TINTA CYAN T664120AL," ₡6,415.93 "," ₡6,672.57 "," ₡7,378.32 "," ₡7,699.12 "," ₡8,340.71 "," ₡8,982.30 "," ₡9,623.90 "," ₡10,265.49 "," ₡11,548.67 "," ₡12,831.86 "," ₡15,077.44 ", (0.81)
90970341,MAX COLOR BOT TINTA NEGRA T664120AL," ₡3,747.79 "," ₡3,897.70 "," ₡4,309.96 "," ₡4,497.35 "," ₡4,872.13 "," ₡5,246.91 "," ₡5,621.69 "," ₡5,996.46 "," ₡6,746.02 "," ₡7,495.58 "," ₡8,807.31 ", (0.81)
60010667,MAXIMUM L-CARNITINE 1000MG ALFA," ₡3,686.27 "," ₡3,833.72 "," ₡4,239.21 "," ₡4,423.52 "," ₡4,792.15 "," ₡5,160.78 "," ₡5,529.41 "," ₡5,898.03 "," ₡6,635.29 "," ₡7,372.54 "," ₡8,662.73 ", (0.81)
90970353,MAXXCOLOR BOT TINTA MAGENTA," ₡10,745.10 "," ₡11,174.90 "," ₡12,356.87 "," ₡12,894.12 "," ₡13,968.63 "," ₡15,043.14 "," ₡16,117.65 "," ₡17,192.16 "," ₡19,341.18 "," ₡21,490.20 "," ₡25,250.99 ", (0.81)
10040107,MEDOX ABC JARABE DE 120 ML..," ₡5,269.61 "," ₡5,480.39 "," ₡6,060.05 "," ₡6,323.53 "," ₡6,850.49 "," ₡7,377.45 "," ₡7,904.42 "," ₡8,431.38 "," ₡9,485.30 "," ₡10,539.22 "," ₡12,383.58 ", (0.81)
10010498,MEDROL 16 MG*14 TABS," ₡11,448.00 "," ₡11,905.92 "," ₡13,165.20 "," ₡13,737.60 "," ₡14,882.40 "," ₡16,027.20 "," ₡17,172.00 "," ₡18,316.80 "," ₡20,606.40 "," ₡22,896.00 "," ₡26,902.80 ", (0.81)
10010496,MEDROL 4 MG*30 TABS," ₡1,588.50 "," ₡1,652.04 "," ₡1,826.78 "," ₡1,906.20 "," ₡2,065.05 "," ₡2,223.90 "," ₡2,382.75 "," ₡2,541.60 "," ₡2,859.30 "," ₡3,177.00 "," ₡3,732.98 ", (0.81)
60010180,MEGA JOINT SUPPORT *60 CAPSULAS," ₡23,655.24 "," ₡24,601.45 "," ₡27,203.53 "," ₡28,386.29 "," ₡30,751.81 "," ₡33,117.34 "," ₡35,482.86 "," ₡37,848.38 "," ₡42,579.43 "," ₡47,310.48 "," ₡55,589.81 ", (0.81)
60010084,MELATONINA *B6 *30 CAPS TOTAL," ₡20,946.08 "," ₡21,783.92 "," ₡24,087.99 "," ₡25,135.30 "," ₡27,229.90 "," ₡29,324.51 "," ₡31,419.12 "," ₡33,513.73 "," ₡37,702.94 "," ₡41,892.16 "," ₡49,223.29 ", (0.81)
16010079,MELITASE 500MG X 7 TAB.," ₡7,686.27 "," ₡7,993.72 "," ₡8,839.21 "," ₡9,223.52 "," ₡9,992.15 "," ₡10,760.78 "," ₡11,529.41 "," ₡12,298.03 "," ₡13,835.29 "," ₡15,372.54 "," ₡18,062.73 ", (0.81)
10010495,MELOXICAM 15MG CALOX * 30 TABLETAS," ₡7,686.27 "," ₡7,993.72 "," ₡8,839.21 "," ₡9,223.52 "," ₡9,992.15 "," ₡10,760.78 "," ₡11,529.41 "," ₡12,298.03 "," ₡13,835.29 "," ₡15,372.54 "," ₡18,062.73 ", (0.81)
10060003,MENADERM OTOLOGICO GOTAS," ₡5,632.35 "," ₡5,857.64 "," ₡6,477.20 "," ₡6,758.82 "," ₡7,322.06 "," ₡7,885.29 "," ₡8,448.53 "," ₡9,011.76 "," ₡10,138.23 "," ₡11,264.70 "," ₡13,236.02 ", (0.81)
10060003,MENADERM OTOLOGICO GOTAS," ₡1,283.19 "," ₡1,334.52 "," ₡1,475.67 "," ₡1,539.83 "," ₡1,668.15 "," ₡1,796.47 "," ₡1,924.79 "," ₡2,053.10 "," ₡2,309.74 "," ₡2,566.38 "," ₡3,015.50 ", (0.81)
10033182,MENALGIL 25 000 UD," ₡1,606.19 "," ₡1,670.44 "," ₡1,847.12 "," ₡1,927.43 "," ₡2,088.05 "," ₡2,248.67 "," ₡2,409.29 "," ₡2,569.90 "," ₡2,891.14 "," ₡3,212.38 "," ₡3,774.55 ", (0.81)
40420339,MENNEN CH CLASICO 250 ML.," ₡2,194.69 "," ₡2,282.48 "," ₡2,523.89 "," ₡2,633.63 "," ₡2,853.10 "," ₡3,072.57 "," ₡3,292.04 "," ₡3,511.50 "," ₡3,950.44 "," ₡4,389.38 "," ₡5,157.52 ", (0.81)
40420360,MENNEN COLONIA 100 ML.," ₡1,393.81 "," ₡1,449.56 "," ₡1,602.88 "," ₡1,672.57 "," ₡1,811.95 "," ₡1,951.33 "," ₡2,090.72 "," ₡2,230.10 "," ₡2,508.86 "," ₡2,787.62 "," ₡3,275.45 ", (0.81)
40420366,MENNEN COLONIA 200 ML.," ₡6,426.47 "," ₡6,683.53 "," ₡7,390.44 "," ₡7,711.76 "," ₡8,354.41 "," ₡8,997.06 "," ₡9,639.71 "," ₡10,282.35 "," ₡11,567.65 "," ₡12,852.94 "," ₡15,102.20 ", (0.81)
40421010,MENNEN TALCO CELESTE 100 ML.," ₡7,519.61 "," ₡7,820.39 "," ₡8,647.55 "," ₡9,023.53 "," ₡9,775.49 "," ₡10,527.45 "," ₡11,279.42 "," ₡12,031.38 "," ₡13,535.30 "," ₡15,039.22 "," ₡17,671.08 ", (0.81)
14010024,MERCILON *21 TABS.," ₡2,710.78 "," ₡2,819.21 "," ₡3,117.40 "," ₡3,252.94 "," ₡3,524.01 "," ₡3,795.09 "," ₡4,066.17 "," ₡4,337.25 "," ₡4,879.40 "," ₡5,421.56 "," ₡6,370.33 ", (0.81)
10010486,MERLIX 25 MG*10 TABS," ₡4,367.65 "," ₡4,542.36 "," ₡5,022.80 "," ₡5,241.18 "," ₡5,677.95 "," ₡6,114.71 "," ₡6,551.48 "," ₡6,988.24 "," ₡7,861.77 "," ₡8,735.30 "," ₡10,263.98 ", (0.81)
10033091,MERLIX MG* 1 AMP 2 LM.," ₡6,808.82 "," ₡7,081.17 "," ₡7,830.14 "," ₡8,170.58 "," ₡8,851.47 "," ₡9,532.35 "," ₡10,213.23 "," ₡10,894.11 "," ₡12,255.88 "," ₡13,617.64 "," ₡16,000.73 ", (0.81)
14030003,MESIGYNA AMP 1 ML," ₡3,549.02 "," ₡3,690.98 "," ₡4,081.37 "," ₡4,258.82 "," ₡4,613.73 "," ₡4,968.63 "," ₡5,323.53 "," ₡5,678.43 "," ₡6,388.24 "," ₡7,098.04 "," ₡8,340.20 ", (0.81)
10120059,METANIS X 10 OVULOS 500 MG/100.00UI.," ₡2,490.20 "," ₡2,589.81 "," ₡2,863.73 "," ₡2,988.24 "," ₡3,237.26 "," ₡3,486.28 "," ₡3,735.30 "," ₡3,984.32 "," ₡4,482.36 "," ₡4,980.40 "," ₡5,851.97 ", (0.81)
10010502,METFORMINA DENK 1000 MG *30 TABS," ₡3,186.27 "," ₡3,313.72 "," ₡3,664.21 "," ₡3,823.52 "," ₡4,142.15 "," ₡4,460.78 "," ₡4,779.41 "," ₡5,098.03 "," ₡5,735.29 "," ₡6,372.54 "," ₡7,487.73 ", (0.81)
10010488,METFORMINA DENK 500MG *30MG," ₡21,151.96 "," ₡21,998.04 "," ₡24,324.75 "," ₡25,382.35 "," ₡27,497.55 "," ₡29,612.74 "," ₡31,727.94 "," ₡33,843.14 "," ₡38,073.53 "," ₡42,303.92 "," ₡49,707.11 ", (0.81)
10010487,METFORMINA DENK 850 MG *30MG," ₡7,950.65 "," ₡8,268.68 "," ₡9,143.25 "," ₡9,540.78 "," ₡10,335.85 "," ₡11,130.91 "," ₡11,925.98 "," ₡12,721.04 "," ₡14,311.17 "," ₡15,901.30 "," ₡18,684.03 ", (0.81)
10010500,METICORTEN 20 MG X 30 TABS," ₡8,995.30 "," ₡9,355.11 "," ₡10,344.60 "," ₡10,794.36 "," ₡11,693.89 "," ₡12,593.42 "," ₡13,492.95 "," ₡14,392.48 "," ₡16,191.54 "," ₡17,990.60 "," ₡21,138.96 ", (0.81)
14010028,MIA *28 TAB.," ₡22,215.69 "," ₡23,104.32 "," ₡25,548.04 "," ₡26,658.83 "," ₡28,880.40 "," ₡31,101.97 "," ₡33,323.54 "," ₡35,545.10 "," ₡39,988.24 "," ₡44,431.38 "," ₡52,206.87 ", (0.81)
14010027,MIA 20 X 28 TABLETAS," ₡20,710.78 "," ₡21,539.21 "," ₡23,817.40 "," ₡24,852.94 "," ₡26,924.01 "," ₡28,995.09 "," ₡31,066.17 "," ₡33,137.25 "," ₡37,279.40 "," ₡41,421.56 "," ₡48,670.33 ", (0.81)
10010512,MICARDIS 80 MG * 28TABS," ₡13,147.06 "," ₡13,672.94 "," ₡15,119.12 "," ₡15,776.47 "," ₡17,091.18 "," ₡18,405.88 "," ₡19,720.59 "," ₡21,035.30 "," ₡23,664.71 "," ₡26,294.12 "," ₡30,895.59 ", (0.81)
10010511,MICARDIS DUO 80GM/5MG*28," ₡4,339.27 "," ₡4,512.84 "," ₡4,990.16 "," ₡5,207.12 "," ₡5,641.05 "," ₡6,074.98 "," ₡6,508.91 "," ₡6,942.83 "," ₡7,810.69 "," ₡8,678.54 "," ₡10,197.28 ", (0.81)
10010505,MICARDIS PLUS 80GM/12.5MG*14," ₡3,661.88 "," ₡3,808.36 "," ₡4,211.16 "," ₡4,394.26 "," ₡4,760.44 "," ₡5,126.63 "," ₡5,492.82 "," ₡5,859.01 "," ₡6,591.38 "," ₡7,323.76 "," ₡8,605.42 ", (0.81)
14010030,MICROTAB 28 X 28 TAB," ₡2,057.63 "," ₡2,139.94 "," ₡2,366.27 "," ₡2,469.16 "," ₡2,674.92 "," ₡2,880.68 "," ₡3,086.45 "," ₡3,292.21 "," ₡3,703.73 "," ₡4,115.26 "," ₡4,835.43 ", (0.81)
80821448,MIEL DE ABEJA 270GRS," ₡58,441.18 "," ₡60,778.83 "," ₡67,207.36 "," ₡70,129.42 "," ₡75,973.53 "," ₡81,817.65 "," ₡87,661.77 "," ₡93,505.89 "," ₡105,194.12 "," ₡116,882.36 "," ₡137,336.77 ", (0.81)
80821659,MIEL DE ABEJA FITOSALUD 150 GRAMOS," ₡3,465.69 "," ₡3,604.32 "," ₡3,985.54 "," ₡4,158.83 "," ₡4,505.40 "," ₡4,851.97 "," ₡5,198.54 "," ₡5,545.10 "," ₡6,238.24 "," ₡6,931.38 "," ₡8,144.37 ", (0.81)
10010508,MIGRADORIXINA TAB X 200," ₡1,367.65 "," ₡1,422.36 "," ₡1,572.80 "," ₡1,641.18 "," ₡1,777.95 "," ₡1,914.71 "," ₡2,051.48 "," ₡2,188.24 "," ₡2,461.77 "," ₡2,735.30 "," ₡3,213.98 ", (0.81)
10010507,MIGRETIL TAB X 20," ₡9,774.51 "," ₡10,165.49 "," ₡11,240.69 "," ₡11,729.41 "," ₡12,706.86 "," ₡13,684.31 "," ₡14,661.77 "," ₡15,639.22 "," ₡17,594.12 "," ₡19,549.02 "," ₡22,970.10 ", (0.81)
10070122,MIR SOLUCION OFTALMICA 15 ML," ₡2,808.82 "," ₡2,921.17 "," ₡3,230.14 "," ₡3,370.58 "," ₡3,651.47 "," ₡3,932.35 "," ₡4,213.23 "," ₡4,494.11 "," ₡5,055.88 "," ₡5,617.64 "," ₡6,600.73 ", (0.81)
10033152,MODIFICAL 8MG X 1 AMPOLLA.," ₡2,808.82 "," ₡2,921.17 "," ₡3,230.14 "," ₡3,370.58 "," ₡3,651.47 "," ₡3,932.35 "," ₡4,213.23 "," ₡4,494.11 "," ₡5,055.88 "," ₡5,617.64 "," ₡6,600.73 ", (0.81)
10132439,MOMETASONA GENFAR CREMA 15GRS 0.1%," ₡5,294.12 "," ₡5,505.88 "," ₡6,088.24 "," ₡6,352.94 "," ₡6,882.36 "," ₡7,411.77 "," ₡7,941.18 "," ₡8,470.59 "," ₡9,529.42 "," ₡10,588.24 "," ₡12,441.18 ", (0.81)
10132439,MOMETASONA GENFAR CREMA 15GRS 0.1%," ₡16,558.82 "," ₡17,221.17 "," ₡19,042.64 "," ₡19,870.58 "," ₡21,526.47 "," ₡23,182.35 "," ₡24,838.23 "," ₡26,494.11 "," ₡29,805.88 "," ₡33,117.64 "," ₡38,913.23 ", (0.81)
10132284,MOMETASONA GENFAR LOCION 30MG 0.1% .," ₡3,593.14 "," ₡3,736.87 "," ₡4,132.11 "," ₡4,311.77 "," ₡4,671.08 "," ₡5,030.40 "," ₡5,389.71 "," ₡5,749.02 "," ₡6,467.65 "," ₡7,186.28 "," ₡8,443.88 ", (0.81)
10132086,MOMETZONA SPRAY NASAL ADULTOS 0.05% 18 GRS," ₡19,970.00 "," ₡20,768.80 "," ₡22,965.50 "," ₡23,964.00 "," ₡25,961.00 "," ₡27,958.00 "," ₡29,955.00 "," ₡31,952.00 "," ₡35,946.00 "," ₡39,940.00 "," ₡46,929.50 ", (0.81)
10132084,MONILEX SPRAY UVA 30 ML," ₡9,406.86 "," ₡9,783.13 "," ₡10,817.89 "," ₡11,288.23 "," ₡12,228.92 "," ₡13,169.60 "," ₡14,110.29 "," ₡15,050.98 "," ₡16,932.35 "," ₡18,813.72 "," ₡22,106.12 ", (0.81)
90970333,"MONITOR LENOVO 19 PULGADAS 	"," ₡9,406.86 "," ₡9,783.13 "," ₡10,817.89 "," ₡11,288.23 "," ₡12,228.92 "," ₡13,169.60 "," ₡14,110.29 "," ₡15,050.98 "," ₡16,932.35 "," ₡18,813.72 "," ₡22,106.12 ", (0.81)
10040109,MOTILIUM SUSPENSION 60 ML," ₡10,200.98 "," ₡10,609.02 "," ₡11,731.13 "," ₡12,241.18 "," ₡13,261.27 "," ₡14,281.37 "," ₡15,301.47 "," ₡16,321.57 "," ₡18,361.76 "," ₡20,401.96 "," ₡23,972.30 ", (0.81)
10040109,MOTILIUM SUSPENSION 60 ML," ₡10,200.98 "," ₡10,609.02 "," ₡11,731.13 "," ₡12,241.18 "," ₡13,261.27 "," ₡14,281.37 "," ₡15,301.47 "," ₡16,321.57 "," ₡18,361.76 "," ₡20,401.96 "," ₡23,972.30 ", (0.81)
10070100,"MOXOF SOLUCION OFTALMICA 0,5% *15ML (6970)"," ₡2,348.04 "," ₡2,441.96 "," ₡2,700.25 "," ₡2,817.65 "," ₡3,052.45 "," ₡3,287.26 "," ₡3,522.06 "," ₡3,756.86 "," ₡4,226.47 "," ₡4,696.08 "," ₡5,517.89 ", (0.81)
10070100,"MOXOF SOLUCION OFTALMICA 0,5% *15ML (6970)"," ₡4,524.51 "," ₡4,705.49 "," ₡5,203.19 "," ₡5,429.41 "," ₡5,881.86 "," ₡6,334.31 "," ₡6,786.77 "," ₡7,239.22 "," ₡8,144.12 "," ₡9,049.02 "," ₡10,632.60 ", (0.81)
10050029,MUCISOL COMPUESTO GOTAS," ₡2,200.98 "," ₡2,289.02 "," ₡2,531.13 "," ₡2,641.18 "," ₡2,861.27 "," ₡3,081.37 "," ₡3,301.47 "," ₡3,521.57 "," ₡3,961.76 "," ₡4,401.96 "," ₡5,172.30 ", (0.81)
10040110,MUCISOL COMPUESTO JBE. 150ML," ₡4,200.98 "," ₡4,369.02 "," ₡4,831.13 "," ₡5,041.18 "," ₡5,461.27 "," ₡5,881.37 "," ₡6,301.47 "," ₡6,721.57 "," ₡7,561.76 "," ₡8,401.96 "," ₡9,872.30 ", (0.81)
10050028,MUCISOL GTS 20 ML," ₡2,799.02 "," ₡2,910.98 "," ₡3,218.87 "," ₡3,358.82 "," ₡3,638.73 "," ₡3,918.63 "," ₡4,198.53 "," ₡4,478.43 "," ₡5,038.24 "," ₡5,598.04 "," ₡6,577.70 ", (0.81)
10011287,MUCOANGIN 20MG*18CAPSULAS," ₡4,799.02 "," ₡4,990.98 "," ₡5,518.87 "," ₡5,758.82 "," ₡6,238.73 "," ₡6,718.63 "," ₡7,198.53 "," ₡7,678.43 "," ₡8,638.24 "," ₡9,598.04 "," ₡11,277.70 ", (0.81)
